"";"sat";"tothrs";"hsize";"hsrank";"hsperc";"colgpa";"athlete";"female";"white";"black";"gpaletter"
"574";960;15;1,09;52;47,7064220183486;1,26;"FALSE";"TRUE";"TRUE";"FALSE";"D"
"575";760;74;1,73;47;27,1676300578035;2,3499999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"576";1000;15;2,96;64;21,6216216216216;1,6;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"577";1190;44;3,03;22;7,26072607260726;2,97;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"578";710;12;1,6900001;16;9,46745506109733;2,9100001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"579";1120;47;6,5799999;88;13,373860385621;3,46;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"580";920;86;6,1799998;123;19,9029132654664;2,8199999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"581";920;110;4,0700002;29;7,1253067751692;3,1500001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"582";1060;120;4,3899999;32;7,28929401570146;2,8900001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"583";1050;13;4,5799999;86;18,7772929864038;1,92;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"584";1130;17;6,0900002;82;13,4646957811266;2,3499999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"585";910;80;2,95;20;6,77966101694915;2,45;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"586";1180;15;4,8899999;165;22,3880600052654;2,2;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"587";1020;79;4,0799999;64;15,6862748942714;2,98;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"588";1070;114;4,6100001;77;16,7028195942989;3,23;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"589";1020;51;4,6799998;75;16,0256417104975;3,47;"TRUE";"TRUE";"TRUE";"FALSE";"B"
"590";880;111;4,3499999;96;22,0689660245739;2,72;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"591";1140;14;0,89999998;4;4,44444454320988;3,78;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"592";920;43;3,8599999;91;23,5751301444334;2,02;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"593";940;17;4,6700001;100;21,413275772735;1,9400001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"594";870;81;0,38999999;28;71,794873635766;2;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"595";1110;109;4,9099998;71;14,4602857213966;2,9000001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"596";1070;48;6,0900002;71;11,6584561031706;1,97;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"597";1140;86;1,24;16;12,9032258064516;3,3900001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"598";890;12;1,5;104;69,3333333333333;2;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"599";990;89;1,52;58;38,1578947368421;2,55;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"600";1060;49;2,3299999;12;5,15021481331394;3,6099999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"601";1020;17;5,6199999;230;40,9252676321222;2,52;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"602";1040;14;5,54;202;36,4620938628159;1,85;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"603";890;18;0,1;9;90;1,4400001;"FALSE";"TRUE";"FALSE";"FALSE";"D"
"604";900;78;1,6900001;24;14,201182591646;2,0699999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"605";1110;44;5,0100002;93;18,5628735104641;3,1300001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"606";950;13;3,3299999;28;8,40840866091317;3,53;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"607";1080;46;0,79000002;42;53,1645556160872;2,04;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"608";1090;50;3,5999999;170;47,2222235339507;2,3399999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"609";910;15;3,23;122;37,7708978328173;3;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"610";1020;62;4,3800001;191;43,6073049404725;2,96;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"611";1030;44;3,5;136;38,8571428571429;2,22;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"612";890;44;3,73;146;39,142091152815;2,6800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"613";1060;43;3,73;73;19,5710455764075;2,8800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"614";1190;121;3,8900001;1;0,257069402131892;3,9000001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"615";880;49;3,73;130;34,8525469168901;2,8299999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"616";920;110;5,0599999;140;27,6679847365214;2,8299999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"617";1020;17;1,9;32;16,8421052631579;3,05;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"618";1250;47;1,41;5;3,54609929078014;3,8499999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"619";1100;82;5,1100001;61;11,9373774571942;2,9000001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"620";990;15;2,78;75;26,9784172661871;2,6600001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"621";1060;49;3,1600001;106;33,5443027359398;2,3599999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"622";1050;16;2,78;67;24,1007194244604;3,5599999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"623";1040;41;2,46;107;43,4959349593496;1,95;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"624";1100;17;4,8899999;113;23,1083849306418;2,76;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"625";1000;82;3,3499999;105;31,34328451771;2,8099999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"626";1200;78;1,1900001;54;45,3781474472145;2,71;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"627";1000;17;0,1;1;10;2,3499999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"628";920;53;2,0899999;26;12,4401919827843;3,0899999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"629";670;97;1,52;6;3,94736842105263;2,1199999;"FALSE";"TRUE";"FALSE";"TRUE";"C"
"630";960;112;1,52;9;5,92105263157895;3,47;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"631";820;19;1,66;26;15,6626506024096;2,5699999;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"632";720;121;1,52;14;9,21052631578947;2,5899999;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"633";900;90;1,58;7;4,43037974683544;2,22;"FALSE";"TRUE";"FALSE";"TRUE";"C"
"634";740;104;1,52;9;5,92105263157895;3,02;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"635";1220;109;1,52;1;0,657894736842105;2,5799999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"636";880;15;0,2;9;45;2,6600001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"637";1130;48;0,28999999;2;6,89655196195007;4;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"638";1280;124;2,9000001;4;1,37931029726516;3,9200001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"639";820;119;2,9000001;20;6,89655148632581;2,54;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"640";1190;111;2,9000001;7;2,41379302021403;3,6099999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"641";980;117;5,75;65;11,304347826087;2,98;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"642";1060;17;2,6199999;30;11,4503821164268;2,5799999;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"643";1090;17;2,53;24;9,48616600790514;3,4100001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"644";920;16;2,53;23;9,09090909090909;3,4300001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"645";1320;82;2,3599999;1;0,423728831513934;3,6300001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"646";1040;16;2,53;31;12,2529644268775;2,0599999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"647";950;17;2,3599999;80;33,8983065211147;2,8199999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"648";1090;60;2,3599999;27;11,4406784508762;3,03;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"649";980;96;2,22;9;4,05405405405405;3,6500001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"650";1080;16;2,53;28;11,0671936758893;3;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"651";860;108;0,14;6;42,8571428571429;2,74;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"652";910;14;0,25999999;5;19,2307699704142;2,6400001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"653";950;117;2,8;17;6,07142857142857;3,1099999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"654";780;76;2,8;36;12,8571428571429;3,6700001;"FALSE";"TRUE";"FALSE";"TRUE";"A"
"655";1130;81;2,8;16;5,71428571428571;3,3699999;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"656";940;10;3,4000001;53;15,5882348356402;2,2;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"657";1020;44;2,8;20;7,14285714285714;3,1800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"658";1020;108;2,8;36;12,8571428571429;2,75;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"659";890;76;2,8;18;6,42857142857143;3,3599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"660";890;12;2,8;87;31,0714285714286;2,75;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"661";950;51;2,8;74;26,4285714285714;2,6199999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"662";1230;50;2,8;1;0,357142857142857;3,8800001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"663";1220;77;2,8;6;2,14285714285714;3,02;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"664";790;43;2,8;44;15,7142857142857;2,3199999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"665";1200;47;2,8;1;0,357142857142857;4;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"666";890;18;3,4000001;88;25,8823521799308;1,55;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"667";1080;123;2,8;18;6,42857142857143;3,04;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"668";850;77;2,8;61;21,7857142857143;2,28;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"669";920;114;2,8;31;11,0714285714286;2,1400001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"670";1050;16;3,4000001;20;5,88235276816609;3;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"671";1230;44;2,8;17;6,07142857142857;1,9299999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"672";890;83;2,8;44;15,7142857142857;2,5599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"673";940;127;2,8;50;17,8571428571429;1,96;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"674";1000;14;3,4000001;28;8,23529387543253;2,5;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"675";1110;10;3,4000001;25;7,35294096020762;2,5999999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"676";850;21;2,8;95;33,9285714285714;1,85;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"677";970;50;2,8;25;8,92857142857143;3,3199999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"678";820;47;2,8;65;23,2142857142857;2,1199999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"679";910;82;2,8;71;25,3571428571429;2,8900001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"680";1040;16;3,4000001;30;8,82352915224914;2,8099999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"681";960;48;1,6799999;5;2,97619065334468;1,6799999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"682";960;17;1,5700001;9;5,73248371130677;2,05;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"683";1190;78;2,95;23;7,79661016949153;2,73;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"684";1090;16;2,51;33;13,1474103585657;3,0599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"685";980;95;2,74;13;4,74452554744525;2,21;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"686";840;88;2,95;19;6,44067796610169;2,3599999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"687";930;16;2,51;22;8,76494023904383;1,3099999;"FALSE";"TRUE";"TRUE";"FALSE";"D"
"688";770;15;2,51;24;9,56175298804781;2,26;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"689";1000;87;2,95;53;17,9661016949153;2,3599999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"690";870;13;2,51;36;14,3426294820717;1,3;"FALSE";"TRUE";"TRUE";"FALSE";"D"
"691";910;52;2,1199999;7;3,30188694820221;2,9200001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"692";1110;114;2,74;5;1,82481751824817;3,3699999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"693";950;81;2,95;40;13,5593220338983;2,7;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"694";940;14;2,51;37;14,7410358565737;2,8499999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"695";860;78;2,95;27;9,15254237288135;2,23;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"696";930;42;2,1199999;24;11,320755250979;1,9;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"697";860;12;2,51;35;13,9442231075697;0,25;"FALSE";"TRUE";"TRUE";"FALSE";"D"
"698";930;80;2,95;56;18,9830508474576;2,27;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"699";1120;14;1,36;1;0,735294117647059;3,71;"FALSE";"TRUE";"FALSE";"TRUE";"A"
"700";920;14;1,36;4;2,94117647058824;2,5;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"701";1200;17;0,76999998;3;3,8961039973014;3,8199999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"702";1060;92;0,76999998;3;3,8961039973014;2,0999999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"703";1070;115;0,76999998;4;5,1948053297352;3,0999999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"704";1150;49;0,80000001;1;1,249999984375;3,53;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"705";1000;16;1,4;6;4,28571428571429;3,8099999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"706";1180;17;1,23;2;1,6260162601626;3,5799999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"707";1080;17;1,26;8;6,34920634920635;2,8800001;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"708";1110;63;1,1799999;3;2,54237309681128;3,0899999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"709";840;85;1,1799999;27;22,8813578713015;2,27;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"710";1060;40;1,1799999;7;5,93220389255965;3,45;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"711";1230;79;1,1799999;1;0,847457698937093;3,5999999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"712";980;42;1,1799999;14;11,8644077851193;2,28;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"713";890;16;1,47;6;4,08163265306122;3,1199999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"714";940;15;1,47;11;7,48299319727891;2,6600001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"715";990;118;1,75;19;10,8571428571429;2,3099999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"716";1050;17;1,47;18;12,2448979591837;1,88;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"717";1020;84;1,63;16;9,8159509202454;3,47;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"718";1030;85;1,63;1;0,613496932515337;3,9000001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"719";830;48;1,5700001;21;13,3757953263825;2,3299999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"720";990;77;0,34;4;11,7647058823529;3,5899999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"721";970;47;2,01;1;0,497512437810945;2,95;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"722";710;13;2;29;14,5;1,76;"FALSE";"TRUE";"FALSE";"TRUE";"C"
"723";920;14;2;13;6,5;1,5700001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"724";1060;114;2,03;4;1,97044334975369;3,26;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"725";1070;53;1,83;2;1,09289617486339;3,4100001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"726";1070;86;2,03;4;1,97044334975369;2,9000001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"727";930;15;2,5799999;43;16,6666673126615;2,26;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"728";860;16;2,5799999;45;17,4418611411574;2,4300001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"729";930;18;2,5799999;5;1,93798457123971;3,6600001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"730";1060;17;1,88;2;1,06382978723404;2,76;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"731";810;108;2;12;6;2,6900001;"FALSE";"TRUE";"FALSE";"TRUE";"B"
"732";1050;40;0,20999999;14;66,66666984127;2,0999999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"733";950;54;0,49000001;1;2,0408162848813;2,8800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"734";750;38;0,79000002;2;2,53164550552796;2,3399999;"FALSE";"TRUE";"FALSE";"TRUE";"C"
"735";870;13;0,40000001;4;9,99999975000001;3,3;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"736";1200;10;0,30000001;6;19,9999993333334;1,5;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"737";970;92;1,96;24;12,2448979591837;2,55;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"738";1050;16;2,3699999;9;3,79746851466112;3,1800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"739";990;17;2,3699999;14;5,90717324502841;2,47;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"740";1050;122;1,92;25;13,0208333333333;2,8399999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"741";1130;16;2,3699999;20;8,43881892146915;3,0599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"742";1000;137;0,14;1;7,14285714285714;3,5799999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"743";1290;18;0,44;1;2,27272727272727;4;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"744";1020;14;0,56;6;10,7142857142857;2,3499999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"745";1010;113;2,5599999;21;8,20312532043458;2,3199999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"746";1040;81;3,1700001;14;4,41640364617023;3,02;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"747";910;13;2,95;37;12,5423728813559;2,6900001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"748";1000;92;2,5599999;41;16,0156256256104;2,3;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"749";830;20;2,95;130;44,0677966101695;2,05;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"750";1090;15;2,95;3;1,01694915254237;3,73;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"751";1020;17;2,95;69;23,3898305084746;2,47;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"752";1030;77;5,6999998;108;18,9473690858726;2,48;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"753";720;45;3,1700001;30;9,46372209893621;2,8800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"754";890;15;3,1600001;108;34,177214108316;1,66;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"755";1000;40;3,2;47;14,6875;2,6500001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"756";900;48;3,2;83;25,9375;1,8099999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"757";1050;42;3,2;16;5;3,76;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"758";1090;16;3,1600001;39;12,3417717613363;2,1800001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"759";1230;44;3,2;9;2,8125;2,77;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"760";920;11;3,1600001;51;16,1392399955937;2,3599999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"761";1160;71;2,03;5;2,46305418719212;4;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"762";890;110;2,03;40;19,7044334975369;2,27;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"763";1250;81;2,03;8;3,94088669950739;3,5;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"764";1290;85;2,03;7;3,44827586206897;3,6500001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"765";870;51;2,1700001;67;30,8755746140288;3,21;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"766";1170;77;2,03;6;2,95566502463054;3,23;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"767";1000;72;2,03;70;34,4827586206897;2,02;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"768";1090;54;2,1700001;35;16,1290315147912;2,3099999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"769";870;16;2,1099999;32;15,1658774960132;3,3099999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"770";1060;87;2,03;28;13,7931034482759;3,9300001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"771";1030;57;2,1700001;29;13,3640546836841;2,96;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"772";1040;98;2,03;72;35,4679802955665;2,3499999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"773";1220;72;2,03;34;16,7487684729064;2,55;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"774";870;35;2,1700001;98;45,1612882414153;2,3099999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"775";1030;16;2,1099999;18;8,5308060915074;3,25;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"776";1020;15;2,24;25;11,1607142857143;3,53;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"777";970;98;2,03;53;26,1083743842365;2,21;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"778";990;81;2,0799999;21;10,0961543315459;3,3800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"779";1010;81;2,03;47;23,1527093596059;2,51;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"780";1090;79;2,03;14;6,89655172413793;3,46;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"781";1010;45;2,1700001;53;24,4239620081123;2,1500001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"782";1030;17;2,1099999;23;10,9004744502595;3,6400001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"783";1020;45;2,1700001;51;23,50230306441;2,5699999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"784";1190;109;2,03;1;0,492610837438424;3,8;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"785";740;121;2,03;51;25,1231527093596;2,8599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"786";920;13;2,1099999;81;38,3886274117833;1,76;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"787";950;54;2,0799999;70;33,6538477718196;3;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"788";1100;6;2,1099999;13;6,16113773275534;3;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"789";1110;132;2,03;10;4,92610837438424;3,6800001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"790";960;15;2,1099999;64;30,3317549920263;1,73;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"791";1060;91;2,03;31;15,2709359605911;2,3499999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"792";900;55;2,1700001;78;35,9446988043918;3,05;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"793";950;118;2,03;86;42,3645320197044;2,8800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"794";970;48;2,1700001;21;9,6774189088747;2,79;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"795";900;51;2,24;28;12,5;3,1700001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"796";940;18;2,1099999;53;25,1184846027718;2,77;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"797";970;14;2,03;60;29,5566502463054;2,1400001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"798";810;18;1,6799999;36;21,4285727040817;2,3299999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"799";1070;16;1,6799999;19;11,3095244827098;2,8099999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"800";930;112;1,25;22;17,6;2,73;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"801";890;75;1,25;30;24;2,5599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"802";1050;108;1,25;2;1,6;3,72;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"803";1210;129;1,25;10;8;2,48;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"804";1100;109;1,25;21;16,8;2,46;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"805";1030;102;1,25;14;11,2;2,4000001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"806";1160;16;0,050000001;3;59,9999988;1,9299999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"807";1160;82;0,28;1;3,57142857142857;3,54;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"808";1000;124;0,27000001;15;55,5555534979425;3,2;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"809";890;110;0,27000001;18;66,6666641975309;2,4000001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"810";1000;78;0,050000001;3;59,9999988;2,5599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"811";1000;109;2,01;11;5,4726368159204;3,6600001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"812";980;16;1,86;75;40,3225806451613;2,3699999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"813";1040;104;2,01;37;18,407960199005;2,54;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"814";1220;75;1,58;9;5,69620253164557;3,3199999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"815";1130;113;2,01;1;0,497512437810945;3,72;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"816";920;17;1,86;49;26,3440860215054;2,3499999;"FALSE";"TRUE";"FALSE";"TRUE";"C"
"817";1170;102;2,01;2;0,995024875621891;3,6400001;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"818";830;85;1,76;66;37,5;2,8800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"819";1020;45;1,55;56;36,1290322580645;2,4400001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"820";880;44;1,55;26;16,7741935483871;2,72;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"821";1340;16;1,86;1;0,537634408602151;3,8699999;"FALSE";"TRUE";"TRUE";"FALSE";"A"
"822";960;15;1,86;108;58,0645161290323;1,66;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"823";1020;79;1,58;20;12,6582278481013;2,3699999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"824";1070;81;1,58;28;17,7215189873418;3,3399999;"TRUE";"TRUE";"TRUE";"FALSE";"B"
"825";1060;112;2,01;4;1,99004975124378;3;"FALSE";"TRUE";"FALSE";"FALSE";"B"
"826";1040;71;1,58;47;29,746835443038;2,1900001;"FALSE";"TRUE";"TRUE";"FALSE";"C"
